,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,brand,tweet_clean,target
134,"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW /via @mention ^rg",,No emotion toward brand or product,,Samsung Sony follow Apple HP lead link Austin atx SXSW via rg,0.0
135,"Take that #SXSW ! RT @mention Major South Korean director gets $130,000 to make a movie entirely with his iPhone. {link}",iPhone,Positive emotion,Apple,Take that SXSW RT Major South Korean director gets 130 000 to make a movie entirely with his iPhone link,2.0
136,"Beautiful #sxsw (@mention Apple Store, SXSW) [pic]: {link}",Apple,Positive emotion,Apple,Beautiful sxsw Apple Store SXSW pic link,2.0
137,Q1 Was at #sxsw #sxswi for prep. Amazing pre push locally. Focus on location based. Google owns 10% of the regions billboards. #pr20chat,,No emotion toward brand or product,,Q1 Was at sxsw sxswi for prep Amazing pre push locally Focus on location based Google owns 10 of the regions billboards pr20chat,0.0
138,Any other #Sxsw accounts I need to follow or apps to download for iPhone?,,No emotion toward brand or product,,Any other Sxsw accounts I need to follow or apps to download for iPhone,0.0
139,Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a business card broadcaster.,,No emotion toward brand or product,,Headed to sxsw and want to share gather contact info link can turn your iphone into a business card broadcaster,0.0
140,Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a... {link},,No emotion toward brand or product,,Headed to sxsw and want to share gather contact info link can turn your iphone into a link,0.0
141,BTW - The #sxsw Apple store is sold out of all 3G models (VZW &amp; AT&amp;T).,,No emotion toward brand or product,,BTW The sxsw Apple store is sold out of all 3G models VZW amp AT amp T,0.0
142,Must have #SXSW app! RT @mention Lovely review from Forbes for our SXSW iPad app Holler Gram - {link},iPad or iPhone App,Positive emotion,Apple,Must have SXSW app RT Lovely review from Forbes for our SXSW iPad app Holler Gram link,2.0
143,Temporary #sxsw apple store. Apple being sneaky as usual  {link},Apple,Positive emotion,Apple,Temporary sxsw apple store Apple being sneaky as usual link,2.0
144,Anyone at #sxsw been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,,No emotion toward brand or product,,Anyone at sxsw been by the pop up Apple store in Austin That s gotta be a hopping place today,0.0
145,â°ÃÃ@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.â°ÃÂ,iPad or iPhone App,Positive emotion,Apple,sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana Cool app,2.0
146,Apple won #SxSW from day one. Seeing a TON of #iPad2,iPad,Positive emotion,Apple,Apple won SxSW from day one Seeing a TON of iPad2,2.0
147,#fastball #sxsw Giving away two NEW Ipad2 wifi 32g black Apple cover tweet @mention fo more info #sxswi #attsxsw  Tonight @mention bo.lt house,,No emotion toward brand or product,,fastball sxsw Giving away two NEW Ipad2 wifi 32g black Apple cover tweet fo more info sxswi attsxsw Tonight bo lt house,0.0
148,Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,,No emotion toward brand or product,,Anyone at sxsw had a chance to check out the pop up Apple store Wondering if it is worth the trek from the convention center,0.0
149,â°ÃÃ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteâ°ÃÂ @mention Did you manage to get yours?,iPad,Positive emotion,Apple,sxsw ipad store sold out of everything except 64gig wifi only white Did you manage to get yours,2.0
150,â°ÃÃ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteâ°ÃÂ also known as the white jeans configuration.,iPad,Positive emotion,Apple,sxsw ipad store sold out of everything except 64gig wifi only white also known as the white jeans configuration,2.0
151,Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,iPad,Positive emotion,Apple,Offered a sxsw ipad promo to ninjafinder users and fans who are not here at sxsw Sucks to not be here sxsw,2.0
152,@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,,No emotion toward brand or product,,SXSW is an Austin conference Do a google search they have interactive music film,0.0
153,Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,,No emotion toward brand or product,,Anyone at sxsw know if apple will be or is selling ipad 2 there,0.0
154,Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,,No emotion toward brand or product,,Anyone at SXSW know if the apple store has had a new shipment of iPads yet,0.0
155,Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,,No emotion toward brand or product,,Marc Ecko SXSW launches iPhone app to autodial political change link edreform edtech eduVC FightThePaddle,0.0
156,#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,iPad,Positive emotion,Apple,POURsite SXSW learning about the life changing impact of the iPad on real people s actual lives bravo,2.0
157,@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,,Positive emotion,,SXSW LonelyPlanet Austin guide for iPhone is free for a limited time link lp travel,2.0
158,"More free #SXSW mp3 downloads, this time from iTunes: {link}",,No emotion toward brand or product,,More free SXSW mp3 downloads this time from iTunes link,0.0
159,Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,,No emotion toward brand or product,,Anyone at sxsw or heading to aclu event seen owt to do with google circles then,0.0
160,@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,,No emotion toward brand or product,,SXSW prompt for memory go to Google map and describe a childhood walk,0.0
161,The Apple #SXSW store still has iPad 2's and short lines.,iPad,Positive emotion,Apple,The Apple SXSW store still has iPad 2 s and short lines,2.0
162,Essential #sxsw tools: {link},,No emotion toward brand or product,,Essential sxsw tools link,0.0
163,"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Other Google product or service,Positive emotion,Google,Just left sxsw tradeshow demo of at the Google Theatre Ok I get it I see why all the presenters here are using it,2.0
164,"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",,No emotion toward brand or product,,Following sxsw Tweets on Google Realtime four platforms on Tweet Deck and listening to panel realizing I m spoken to no one here today,0.0
165,Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,,No emotion toward brand or product,,Anyone at sxsw want an iPad 2 I m in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you,0.0
166,Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,iPad,Positive emotion,Apple,Anyone at sxsw want to make a quick hundred dollars New ipad2 from ad hoc apple store here gets hundred plus cost,2.0
167,Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once),,No emotion toward brand or product,,Solving a SXSW induced iPhone in toilet crisis at Apple Store with not my crisis for once,0.0
168,"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",Google,Positive emotion,Google,Monday at sxsw barry diller new york times congress lunch W Hotel party Google party six dirty martinis How mondays should be,2.0
169,Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,,No emotion toward brand or product,,Attending sxsw Austin Guide by is now free to download on iTunes link lp,0.0
170,"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",iPad or iPhone App,Negative emotion,Apple,Seriously sxsw Did you do any testing on the mobile apps Constant iPad crashes causing lost schedules and no sync for WP7,1.0
171,Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,iPad or iPhone App,Positive emotion,Apple,Ready for SXSW Here are some iPhone apps 2 make ur blogging easier link SXSW SXSWi,2.0
172,ipad2 and #sxsw...a conflagration of doofusness.  {link},iPad,Negative emotion,Apple,ipad2 and sxsw a conflagration of doofusness link,1.0
173,attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,Apple,Positive emotion,Apple,attention sxsw ers link rumored pop up temporary Apple store for all your sxsw iPad 2 launch needs,2.0
174,I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},iPad,Positive emotion,Apple,I went to sxswi and all I won was this lousy iPad sxsw link,2.0
175,Hey #sxsw #sxswi folks. If you want to learn about security come over to #bsidesaustin {link},,No emotion toward brand or product,,Hey sxsw sxswi folks If you want to learn about security come over to bsidesaustin link,0.0
176,Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,,No emotion toward brand or product,,Attending SXSWi Work in iPhone iPad game development Looking to hire an Austin based iOS developer I m your man Let s talk SXSW,0.0
177,This is a #WINNING picture #android #google #sxsw {link},Android,Positive emotion,Google,This is a WINNING picture android google sxsw link,2.0
178,GSD&amp;M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,,No emotion toward brand or product,,GSD amp M Google 7 10 RT What s the best party to hit tonight sxsw,0.0
179,GSD&amp;M + Google Industry Party #SXSW @mention great to meet you  {link},,No emotion toward brand or product,,GSD amp M Google Industry Party SXSW great to meet you link,0.0
180,"You spent $1,000+ to come to SXSW. 

You've already used iPad 1. 

The wait is a couple city blocks. 

Why? #ipad2 #SXSW {link}",iPad,Negative emotion,Apple,You spent 1 000 to come to SXSW You ve already used iPad 1 The wait is a couple city blocks Why ipad2 SXSW link,1.0
181,#sxsw day 1 - Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link},,No emotion toward brand or product,,sxsw day 1 Marissa Mayer Google Will Connect the Digital amp Physical Worlds Through Mobile link,0.0
182,Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,iPhone,Positive emotion,Apple,Behind on 100s of emails Give them all 1 line iPhone composed replies SXSW protip,2.0
183,It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,iPad,Positive emotion,Apple,It s like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s sxsw,2.0
184,.@mention 1154 free songs from #SXSW (this year alone!) {link},,No emotion toward brand or product,,1154 free songs from SXSW this year alone link,0.0
185,more than 150 million mobile users for Google Maps for Mobile #SXSW,,No emotion toward brand or product,,more than 150 million mobile users for Google Maps for Mobile SXSW,0.0
186,Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw,,No emotion toward brand or product,,Currently 150 people in line at the quot Pop Up Apple Store quot sxsw,0.0
187,"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",,No emotion toward brand or product,,Only iPad 2 available at sxsw is the 64GB wifi only model at 699 plus the optional not leather smart cover at 69,0.0
188,â°Ã·Â¼ We love 2 entertain youâ°Ã_Please donâ°ÃÂªt be grateful! â°Ã·_ {link} â°Ã£_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,,No emotion toward brand or product,,We love 2 entertain you Please don t be grateful link edchat musedchat sxsw sxswi classical newTwitter,0.0
189,Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,,No emotion toward brand or product,,Less than 2 hours until we announce the details on the iPad 2 giveaway SXSW SXSWi,0.0
190,"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",iPad,Negative emotion,Apple,I m up to 2 iPad 2s seen in the wild Both people say it is fast but the still pics are terrible sxsw,1.0
191,(The iPad 2 queue at #sxsw of course,,No emotion toward brand or product,,The iPad 2 queue at sxsw of course,0.0
192,The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},iPad,Positive emotion,Apple,The iPad 2 Takes Over SXSW VIDEO by link,2.0
